i,comhash,comhash0
0,5140,24413
1,44535,42175
2,5207,25215
3,44563,24554
4,5096,24844
5,44156,24888
6,5322,24915
7,44622,25007
8,5072,24594
9,44760,24683
10,5213,24957
11,44273,24931
12,5256,24643
13,44871,25159
14,5130,24486
15,44582,24941
16,5177,24722
17,44385,24884
18,5210,24706
19,44158,24878
20,5160,24824
21,44523,24677
22,5233,24766
23,44343,24660
24,5246,24633
25,43948,24888
26,5081,24924
27,61641,24772
28,5228,24847
29,44130,24675
