i,comhash,comhash0
1660, 26, 866
1661, 7, 868
1662, 11, 823
1663, 273, 830
1664, 0, 799
1665, 465, 767
1666, 48, 755
1667, 259, 861
1668, 19, 816
1669, 45, 821
1670, 2, 770
1671, 1, 749
1672, 4, 797
1673, 50, 760
1674, 24, 727
1675, 3, 827
1676, 25, 741
1677, 7, 741
1678, 21, 726
1679, 226, 740
1680, 1, 742
1681, 447, 692
1682, 47, 785
1683, 224, 722
1684, 8, 694
1685, 54, 747
1686, 1, 756
1687, 4, 766
1688, 4, 709
1689, 45, 677
1690, 18, 760
1691, 2, 719
1692, 34, 721
1693, 10, 730
1694, 14, 761
1695, 259, 763
1696, 0, 730
1697, 418, 754
1698, 44, 782
1699, 273, 734
1700, 10, 773
1701, 58, 724
1702, 1, 790
1703, 1, 776
1704, 7, 743
1705, 45, 702
1706, 25, 796
1707, 6, 793
1708, 17, 769
1709, 4, 801
1710, 12, 729
1711, 246, 878
1712, 1, 870
1713, 448, 864
1714, 46, 779
1715, 260, 789
1716, 14, 804
1717, 57, 805
1718, 1, 809
1719, 3, 784
1720, 10, 823
1721, 55, 826
1722, 17, 807
1723, 3, 834
1724, 16, 830
1725, 6, 841
1726, 15, 838
1727, 242, 779
1728, 0, 787
1729, 443, 796
1730, 50, 818
1731, 246, 863
1732, 12, 856
1733, 53, 764
1734, 2, 829
1735, 5, 754
1736, 4, 811
1737, 65, 748
1738, 18, 818
1739, 3, 742
1740, 10, 748
1741, 15, 747
1742, 26, 774
1743, 268, 744
1744, 0, 784
1745, 446, 789
1746, 33, 698
1747, 227, 692
1748, 5, 759
1749, 60, 704
1750, 1, 767
1751, 1, 712
1752, 4, 672
1753, 70, 732
1754, 20, 708
1755, 3, 686
1756, 22, 734
1757, 10, 649
1758, 18, 626
1759, 249, 714
1760, 0, 652
1761, 450, 682
1762, 39, 653
1763, 257, 693
1764, 8, 634
1765, 51, 741
1766, 0, 671
1767, 1, 693
1768, 3, 693
1769, 63, 653
1770, 16, 689
1771, 0, 675
1772, 16, 676
1773, 9, 644
1774, 21, 685
1775, 252, 671
1776, 0, 687
1777, 423, 721
1778, 54, 677
1779, 261, 675
1780, 6, 744
1781, 45, 659
1782, 2, 709
1783, 6, 729
1784, 5, 654
1785, 47, 738
1786, 15, 772
1787, 6, 717
1788, 18, 719
1789, 11, 752
1790, 19, 817
1791, 249, 691
1792, 0, 730
1793, 411, 737
1794, 32, 750
1795, 268, 735
1796, 9, 713
1797, 55, 692
1798, 1, 718
1799, 2, 693
1800, 3, 672
1801, 49, 736
1802, 14, 745
1803, 8, 678
1804, 13, 732
1805, 12, 737
1806, 29, 718
1807, 254, 771
1808, 0, 684
1809, 451, 757
1810, 49, 731
1811, 256, 773
1812, 21, 704
1813, 41, 689
1814, 3, 717
1815, 4, 634
1816, 3, 663
1817, 58, 699
1818, 24, 668
1819, 5, 649
1820, 25, 632
1821, 12, 685
1822, 22, 666
1823, 249, 702
1824, 0, 693
1825, 412, 659
1826, 51, 685
1827, 255, 691
1828, 4, 632
1829, 25, 645
1830, 1, 637
1831, 6, 668
1832, 5, 720
1833, 51, 679
1834, 16, 676
1835, 3, 658
1836, 25, 653
1837, 10, 623
1838, 20, 648
1839, 266, 605
1840, 0, 681
1841, 455, 685
1842, 45, 666
1843, 228, 678
1844, 11, 593
1845, 55, 672
1846, 2, 630
1847, 1, 634
1848, 1, 651
1849, 51, 653
1850, 31, 655
1851, 6, 603
1852, 12, 629
1853, 6, 672
1854, 20, 614
1855, 264, 636
1856, 0, 665
1857, 447, 616
1858, 59, 651
1859, 268, 630
1860, 9, 653
1861, 60, 681
1862, 2, 649
1863, 5, 600
1864, 2, 632
1865, 40, 555
1866, 18, 630
1867, 5, 636
1868, 20, 614
1869, 10, 654
1870, 20, 631
1871, 244, 631
1872, 0, 628
1873, 448, 585
1874, 46, 666
1875, 267, 620
1876, 13, 691
1877, 52, 613
1878, 2, 656
1879, 0, 642
1880, 1, 637
1881, 49, 618
1882, 19, 617
1883, 3, 625
1884, 18, 619
1885, 12, 628
1886, 22, 598
1887, 271, 592
1888, 0, 597
1889, 447, 615
1890, 50, 598
1891, 254, 670
1892, 6, 636
1893, 53, 648
1894, 2, 606
1895, 3, 647
1896, 3, 685
1897, 43, 685
1898, 22, 608
1899, 3, 689
1900, 23, 626
1901, 17, 610
1902, 26, 603
1903, 248, 580
1904, 0, 556
1905, 424, 615
1906, 47, 601
1907, 227, 587
1908, 3, 617
1909, 47, 649
1910, 5, 578
1911, 1, 627
1912, 4, 627
1913, 61, 662
1914, 21, 619
1915, 1, 616
1916, 15, 587
1917, 7, 580
1918, 16, 596
1919, 234, 611
1920, 1, 598
1921, 476, 538
1922, 41, 609
1923, 277, 556
1924, 10, 598
1925, 45, 565
1926, 1, 572
1927, 1, 581
1928, 6, 532
1929, 48, 609
1930, 18, 555
1931, 3, 591
1932, 22, 612
1933, 1, 572
1934, 17, 604
1935, 293, 591
1936, 0, 529
1937, 429, 574
1938, 41, 601
1939, 268, 552
1940, 5, 542
1941, 40, 562
1942, 2, 544
1943, 2, 577
1944, 6, 570
1945, 50, 582
1946, 28, 556
1947, 2, 632
1948, 23, 617
1949, 9, 559
1950, 19, 591
1951, 249, 580
1952, 1, 629
1953, 438, 584
1954, 32, 598
1955, 239, 561
1956, 7, 596
1957, 57, 515
1958, 3, 568
1959, 2, 533
1960, 10, 575
1961, 48, 607
1962, 15, 580
1963, 2, 599
1964, 15, 608
1965, 8, 660
1966, 20, 580
1967, 273, 569
1968, 0, 593
1969, 431, 620
1970, 46, 583
1971, 257, 567
1972, 7, 553
1973, 59, 545
1974, 5, 578
1975, 3, 591
1976, 2, 523
1977, 49, 579
1978, 31, 592
1979, 4, 611
1980, 20, 561
1981, 5, 573
1982, 17, 575
1983, 258, 564
1984, 1, 556
1985, 419, 556
1986, 41, 586
1987, 263, 550
1988, 8, 579
1989, 45, 583
1990, 1, 578
1991, 5, 554
1992, 1, 549
1993, 49, 597
1994, 28, 569
1995, 10, 558
1996, 23, 526
1997, 12, 543
1998, 28, 515
1999, 256, 561
2000, 1, 556
2001, 416, 590
2002, 55, 564
2003, 284, 562
2004, 8, 551
2005, 43, 544
2006, 0, 574
2007, 0, 546
2008, 5, 485
2009, 47, 533
2010, 18, 534
2011, 3, 523
2012, 12, 551
2013, 11, 554
2014, 21, 516
2015, 260, 554
2016, 0, 543
2017, 505, 557
2018, 46, 523
2019, 241, 531
2020, 10, 486
2021, 55, 515
2022, 4, 524
2023, 5, 472
2024, 4, 482
2025, 69, 537
2026, 22, 523
2027, 5, 511
2028, 25, 557
2029, 11, 530
2030, 22, 522
2031, 241, 503
2032, 1, 547
2033, 476, 554
2034, 35, 501
2035, 275, 493
2036, 12, 506
2037, 41, 483
2038, 3, 551
2039, 3, 520
2040, 5, 470
2041, 59, 535
2042, 29, 501
2043, 1, 549
2044, 18, 522
2045, 16, 533
2046, 24, 557
2047, 274, 499
2048, 0, 530
2049, 413, 482
2050, 36, 517
2051, 248, 551
2052, 10, 537
2053, 51, 547
2054, 0, 508
2055, 4, 551
2056, 7, 561
2057, 51, 560
2058, 24, 521
2059, 1, 515
2060, 22, 548
2061, 12, 486
2062, 20, 541
2063, 258, 499
2064, 1, 530
2065, 382, 507
2066, 39, 553
2067, 286, 513
2068, 8, 567
2069, 39, 545
2070, 1, 454
2071, 3, 537
2072, 2, 470
2073, 57, 488
2074, 20, 485
2075, 4, 525
2076, 19, 508
2077, 7, 471
2078, 25, 501
2079, 231, 481
2080, 0, 453
2081, 441, 487
2082, 45, 472
2083, 258, 517
2084, 13, 487
2085, 45, 475
2086, 0, 486
2087, 4, 481
2088, 6, 466
2089, 61, 478
2090, 29, 460
2091, 0, 489
2092, 21, 475
2093, 11, 455
2094, 23, 488
2095, 217, 479
2096, 0, 464
2097, 412, 468
2098, 50, 439
2099, 265, 499
2100, 11, 478
2101, 52, 427
2102, 1, 471
2103, 1, 489
2104, 1, 507
2105, 55, 442
2106, 18, 489
2107, 2, 501
2108, 12, 475
2109, 10, 464
2110, 19, 465
2111, 239, 434
2112, 0, 488
2113, 418, 493
2114, 44, 481
2115, 252, 463
2116, 11, 498
2117, 46, 498
2118, 3, 440
2119, 3, 472
2120, 4, 452
2121, 52, 463
2122, 23, 486
2123, 5, 477
2124, 21, 467
2125, 4, 438
2126, 23, 477
2127, 262, 475
2128, 4, 509
2129, 442, 468
2130, 47, 486
2131, 259, 517
2132, 7, 515
2133, 48, 476
2134, 3, 483
2135, 6, 471
2136, 3, 470
2137, 52, 488
2138, 22, 431
2139, 5, 445
2140, 15, 436
2141, 12, 457
2142, 15, 450
2143, 246, 481
2144, 0, 437
2145, 430, 412
2146, 36, 476
2147, 308, 484
2148, 12, 430
2149, 57, 443
2150, 1, 437
2151, 3, 445
2152, 2, 477
2153, 46, 469
2154, 20, 433
2155, 3, 447
2156, 15, 465
2157, 14, 441
2158, 14, 487
2159, 239, 450
2160, 0, 435
2161, 449, 393
2162, 67, 463
2163, 250, 419
2164, 7, 434
2165, 52, 456
2166, 1, 421
2167, 7, 433
2168, 3, 444
2169, 93, 424
2170, 21, 457
2171, 6, 424
2172, 12, 394
2173, 12, 411
2174, 23, 409
2175, 250, 416
2176, 1, 389
2177, 375, 413
2178, 50, 408
2179, 246, 410
2180, 10, 375
2181, 54, 402
2182, 0, 410
2183, 4, 368
2184, 2, 437
2185, 51, 424
2186, 17, 402
2187, 6, 404
2188, 23, 387
2189, 4, 403
2190, 23, 384
2191, 260, 407
2192, 0, 390
2193, 423, 411
2194, 42, 383
2195, 272, 403
2196, 8, 420
2197, 49, 434
2198, 6, 415
2199, 3, 404
2200, 3, 344
2201, 44, 432
2202, 20, 407
2203, 4, 426
2204, 27, 392
2205, 8, 396
2206, 24, 367
2207, 281, 382
2208, 0, 387
2209, 384, 391
2210, 46, 394
2211, 273, 413
2212, 4, 379
2213, 51, 377
2214, 1, 362
2215, 3, 387
2216, 7, 378
2217, 52, 385
2218, 23, 378
2219, 5, 379
2220, 19, 362
2221, 12, 380
2222, 33, 388
2223, 227, 379
2224, 0, 369
2225, 422, 413
2226, 37, 359
2227, 261, 357
2228, 10, 360
2229, 49, 398
2230, 0, 363
2231, 3, 376
2232, 0, 389
2233, 40, 336
2234, 22, 382
2235, 5, 368
2236, 24, 337
2237, 12, 362
2238, 23, 326
2239, 229, 333
2240, 0, 336
2241, 420, 342
2242, 62, 349
2243, 254, 353
2244, 10, 312
2245, 58, 337
2246, 1, 297
2247, 3, 353
2248, 7, 375
2249, 59, 344
2250, 20, 291
2251, 8, 300
2252, 23, 344
2253, 6, 327
2254, 19, 352
2255, 275, 341
2256, 0, 319
2257, 351, 376
2258, 35, 289
2259, 253, 323
2260, 11, 353
2261, 42, 312
2262, 0, 346
2263, 2, 343
2264, 8, 320
2265, 50, 327
2266, 18, 356
2267, 5, 307
2268, 14, 290
2269, 8, 336
2270, 16, 331
2271, 231, 350
2272, 0, 262
2273, 418, 333
2274, 30, 375
2275, 239, 318
2276, 13, 315
2277, 45, 307
2278, 0, 357
2279, 4, 350
2280, 7, 317
2281, 41, 321
2282, 25, 314
2283, 4, 299
2284, 21, 305
2285, 12, 319
2286, 23, 315
2287, 267, 315
2288, 0, 328
2289, 419, 320
2290, 45, 308
2291, 265, 323
2292, 8, 297
2293, 60, 319
2294, 1, 265
2295, 4, 323
2296, 5, 319
2297, 43, 303
2298, 27, 270
2299, 6, 327
2300, 22, 311
2301, 9, 302
2302, 20, 302
2303, 264, 275
2304, 0, 285
2305, 403, 316
2306, 47, 293
2307, 261, 285
2308, 13, 279
2309, 69, 265
2310, 1, 312
2311, 1, 243
2312, 1, 232
2313, 64, 242
2314, 27, 288
2315, 3, 330
2316, 19, 259
2317, 8, 279
2318, 16, 307
2319, 262, 296
2320, 0, 270
2321, 435, 226
2322, 39, 251
2323, 250, 269
2324, 6, 294
2325, 47, 257
2326, 1, 240
2327, 2, 272
2328, 7, 271
2329, 50, 263
2330, 20, 298
2331, 5, 281
2332, 16, 275
2333, 15, 257
2334, 17, 291
2335, 241, 291
2336, 0, 257
2337, 440, 252
2338, 51, 258
2339, 277, 273
2340, 13, 277
2341, 39, 263
2342, 1, 241
2343, 1, 255
2344, 7, 270
2345, 57, 248
2346, 29, 259
2347, 6, 271
2348, 23, 207
2349, 5, 229
2350, 12, 230
2351, 233, 251
2352, 1, 253
2353, 421, 275
2354, 37, 238
2355, 255, 254
2356, 8, 247
2357, 56, 274
2358, 3, 252
2359, 0, 258
2360, 5, 254
2361, 55, 251
2362, 27, 264
2363, 2, 244
2364, 13, 226
2365, 11, 260
2366, 25, 255
2367, 245, 246
2368, 1, 244
2369, 437, 235
2370, 51, 236
2371, 256, 199
2372, 11, 261
2373, 44, 212
2374, 0, 229
2375, 1, 187
2376, 4, 182
2377, 48, 247
2378, 17, 209
2379, 9, 253
2380, 16, 219
2381, 13, 217
2382, 15, 199
2383, 248, 226
2384, 0, 210
2385, 418, 217
2386, 67, 214
2387, 269, 206
2388, 11, 226
2389, 49, 218
2390, 6, 192
2391, 0, 172
2392, 5, 206
2393, 36, 188
2394, 17, 216
2395, 5, 201
2396, 26, 210
2397, 9, 204
2398, 10, 169
2399, 245, 202
2400, 0, 196
2401, 425, 203
2402, 47, 223
2403, 275, 188
2404, 16, 194
2405, 26, 190
2406, 2, 215
2407, 4, 182
2408, 3, 196
2409, 54, 196
2410, 25, 228
2411, 1, 192
2412, 16, 227
2413, 5, 235
2414, 31, 186
2415, 231, 214
2416, 3, 167
2417, 403, 200
2418, 44, 229
2419, 277, 192
2420, 7, 188
2421, 37, 198
2422, 1, 200
2423, 2, 196
2424, 7, 172
2425, 38, 193
2426, 26, 193
2427, 6, 191
2428, 28, 192
2429, 13, 173
2430, 18, 184
2431, 249, 173
2432, 0, 178
2433, 482, 154
2434, 49, 209
2435, 245, 184
2436, 9, 175
2437, 64, 211
2438, 3, 166
2439, 1, 181
2440, 7, 176
2441, 48, 143
2442, 22, 171
2443, 0, 179
2444, 26, 197
2445, 4, 181
2446, 21, 163
2447, 230, 170
2448, 1, 189
2449, 404, 178
2450, 54, 173
2451, 249, 176
2452, 7, 156
2453, 51, 174
2454, 1, 183
2455, 3, 167
2456, 5, 169
2457, 53, 161
2458, 24, 189
2459, 2, 159
2460, 23, 171
2461, 7, 171
2462, 25, 153
2463, 258, 169
2464, 0, 179
2465, 389, 154
2466, 40, 162
2467, 234, 140
2468, 17, 160
2469, 43, 143
2470, 2, 170
2471, 0, 144
2472, 5, 116
2473, 64, 138
2474, 17, 133
2475, 4, 148
2476, 13, 141
2477, 11, 154
2478, 23, 131
2479, 253, 169
2480, 2, 139
2481, 413, 138
2482, 45, 142
2483, 264, 149
2484, 9, 134
2485, 62, 152
2486, 1, 135
2487, 1, 156
2488, 8, 137
2489, 33, 139
2490, 20, 134
2491, 3, 127
2492, 12, 188
2493, 15, 149
2494, 21, 124
2495, 248, 137
2496, 0, 152
2497, 422, 140
2498, 44, 129
2499, 213, 171
2500, 11, 124
2501, 50, 123
2502, 3, 142
2503, 3, 134
2504, 3, 148
2505, 69, 122
2506, 20, 151
2507, 5, 141
2508, 20, 113
2509, 15, 107
2510, 10, 131
2511, 267, 120
2512, 0, 139
2513, 442, 131
2514, 60, 124
2515, 290, 125
2516, 6, 173
2517, 51, 122
2518, 0, 136
2519, 3, 131
2520, 1, 122
2521, 41, 107
2522, 23, 129
2523, 5, 132
2524, 19, 132
2525, 9, 155
2526, 14, 101
2527, 268, 114
2528, 2, 129
2529, 423, 89
2530, 51, 124
2531, 269, 126
2532, 12, 104
2533, 43, 90
2534, 2, 107
2535, 4, 130
2536, 5, 119
2537, 53, 127
2538, 17, 138
2539, 2, 139
2540, 28, 127
2541, 5, 106
2542, 15, 100
2543, 232, 116
2544, 2, 131
2545, 429, 126
2546, 39, 117
2547, 276, 126
2548, 7, 127
2549, 33, 111
2550, 3, 118
2551, 10, 119
2552, 2, 116
2553, 49, 119
2554, 21, 143
2555, 4, 115
2556, 20, 111
2557, 8, 101
2558, 24, 110
2559, 240, 108
2560, 0, 121
2561, 415, 120
2562, 53, 101
2563, 266, 81
2564, 6, 132
2565, 39, 105
2566, 1, 86
2567, 3, 93
2568, 5, 119
2569, 58, 94
2570, 31, 75
2571, 4, 95
2572, 21, 111
2573, 5, 115
2574, 14, 106
2575, 262, 101
2576, 0, 94
2577, 445, 96
2578, 37, 87
2579, 274, 80
2580, 9, 107
2581, 47, 82
2582, 2, 80
2583, 1, 94
2584, 2, 92
2585, 62, 106
2586, 23, 103
2587, 5, 128
2588, 16, 100
2589, 5, 103
2590, 17, 112
2591, 243, 84
2592, 2, 91
2593, 452, 87
2594, 44, 82
2595, 234, 84
2596, 9, 95
2597, 52, 86
2598, 0, 86
2599, 4, 107
2600, 6, 101
2601, 36, 100
2602, 23, 88
2603, 5, 93
2604, 28, 88
2605, 6, 102
2606, 21, 86
2607, 257, 110
2608, 0, 85
2609, 414, 81
2610, 50, 91
2611, 264, 84
2612, 11, 105
2613, 69, 79
2614, 4, 102
2615, 0, 80
2616, 5, 105
2617, 45, 103
2618, 22, 77
2619, 3, 73
2620, 13, 111
2621, 12, 103
2622, 14, 72
2623, 296, 97
2624, 0, 94
2625, 429, 105
2626, 52, 87
2627, 265, 77
2628, 10, 84
2629, 42, 92
2630, 2, 86
2631, 2, 87
2632, 2, 72
2633, 52, 73
2634, 18, 92
2635, 9, 81
2636, 29, 83
2637, 9, 89
2638, 22, 78
2639, 233, 73
2640, 2, 80
2641, 450, 75
2642, 43, 78
2643, 241, 73
2644, 9, 81
2645, 45, 53
2646, 2, 87
2647, 4, 86
2648, 3, 73
2649, 55, 90
2650, 16, 75
2651, 1, 73
2652, 27, 83
2653, 14, 79
2654, 23, 76
2655, 245, 86
2656, 0, 75
2657, 402, 73
2658, 51, 78
2659, 289, 65
2660, 5, 91
2661, 46, 89
2662, 6, 60
2663, 5, 61
2664, 0, 76
2665, 63, 73
2666, 36, 60
2667, 1, 75
2668, 14, 55
2669, 11, 76
2670, 16, 74
2671, 233, 74
2672, 1, 66
2673, 425, 86
2674, 44, 73
2675, 312, 78
2676, 9, 86
2677, 51, 87
2678, 0, 67
2679, 4, 68
2680, 3, 52
2681, 49, 61
2682, 28, 65
2683, 6, 83
2684, 28, 71
2685, 10, 53
2686, 26, 78
2687, 225, 72
2688, 0, 59
2689, 441, 74
2690, 46, 73
2691, 240, 55
2692, 11, 71
2693, 55, 78
2694, 4, 92
2695, 5, 75
2696, 2, 67
2697, 47, 61
2698, 19, 61
2699, 6, 79
2700, 18, 67
2701, 7, 59
2702, 15, 55
2703, 234, 59
2704, 2, 62
2705, 433, 58
2706, 46, 81
2707, 237, 55
2708, 8, 71
2709, 47, 66
2710, 0, 55
2711, 2, 54
2712, 7, 51
2713, 52, 59
2714, 17, 69
2715, 3, 64
2716, 25, 64
2717, 13, 66
2718, 33, 57
2719, 246, 66
2720, 0, 58
2721, 457, 66
2722, 44, 51
2723, 264, 63
2724, 7, 58
2725, 65, 53
2726, 2, 64
2727, 8, 53
2728, 3, 48
2729, 51, 55
2730, 26, 50
2731, 5, 53
2732, 20, 59
2733, 7, 45
2734, 19, 43
2735, 262, 58
2736, 1, 72
2737, 458, 64
2738, 48, 51
2739, 254, 50
2740, 7, 42
2741, 50, 49
2742, 0, 63
2743, 3, 68
2744, 5, 44
2745, 58, 47
2746, 25, 49
2747, 1, 71
2748, 17, 50
2749, 5, 59
2750, 17, 47
2751, 250, 56
2752, 0, 57
2753, 448, 54
2754, 41, 52
2755, 243, 59
2756, 16, 57
2757, 63, 49
2758, 1, 51
2759, 5, 50
2760, 6, 47
2761, 35, 45
2762, 27, 43
2763, 6, 44
2764, 14, 49
2765, 4, 56
2766, 13, 42
2767, 283, 43
2768, 0, 45
2769, 385, 47
2770, 47, 45
2771, 259, 53
2772, 8, 55
2773, 64, 51
2774, 2, 52
2775, 3, 46
2776, 11, 35
2777, 48, 55
2778, 24, 49
2779, 1, 55
2780, 19, 50
2781, 9, 40
2782, 19, 43
2783, 243, 40
2784, 3, 50
2785, 443, 32
2786, 31, 35
2787, 279, 46
2788, 15, 38
2789, 52, 52
2790, 1, 54
2791, 5, 49
2792, 4, 44
2793, 49, 38
2794, 16, 56
2795, 1, 41
2796, 15, 38
2797, 10, 49
2798, 20, 36
2799, 256, 28
2800, 1, 36
2801, 419, 37
2802, 53, 48
2803, 213, 39
2804, 10, 35
2805, 50, 35
2806, 0, 30
2807, 6, 35
2808, 3, 33
2809, 65, 42
2810, 21, 49
2811, 2, 41
2812, 12, 41
2813, 15, 35
2814, 20, 38
2815, 243, 34
2816, 1, 44
2817, 397, 37
2818, 44, 40
2819, 247, 50
2820, 2, 46
2821, 46, 45
2822, 4, 38
2823, 2, 28
2824, 3, 34
2825, 54, 37
2826, 24, 38
2827, 0, 35
2828, 26, 33
2829, 4, 38
2830, 16, 44
2831, 257, 37
2832, 1, 36
2833, 421, 33
2834, 43, 38
2835, 285, 23
2836, 7, 35
2837, 51, 52
2838, 0, 34
2839, 2, 42
2840, 6, 40
2841, 41, 26
2842, 18, 31
2843, 5, 34
2844, 16, 44
2845, 18, 29
2846, 20, 33
2847, 264, 27
2848, 1, 39
2849, 417, 31
2850, 59, 49
2851, 248, 37
2852, 8, 22
2853, 48, 36
2854, 1, 29
2855, 3, 35
2856, 4, 31
2857, 45, 23
2858, 18, 26
2859, 4, 40
2860, 15, 28
2861, 7, 36
2862, 23, 32
2863, 247, 32
2864, 0, 31
2865, 445, 29
2866, 47, 25
2867, 260, 39
2868, 6, 47
2869, 55, 25
2870, 2, 39
2871, 1, 30
2872, 7, 38
2873, 66, 24
2874, 19, 33
2875, 3, 34
2876, 6, 26
2877, 10, 28
2878, 20, 29
2879, 236, 31
2880, 1, 26
2881, 481, 35
2882, 49, 36
2883, 247, 21
2884, 3, 30
2885, 54, 32
2886, 0, 32
2887, 1, 24
2888, 1, 47
2889, 45, 29
2890, 27, 32
2891, 0, 36
2892, 15, 37
2893, 7, 31
2894, 12, 24
2895, 240, 32
2896, 0, 29
2897, 440, 34
2898, 37, 26
2899, 268, 33
2900, 16, 32
2901, 53, 36
2902, 1, 21
2903, 3, 31
2904, 3, 35
2905, 43, 34
2906, 15, 27
2907, 5, 25
2908, 20, 23
2909, 13, 22
2910, 20, 27
2911, 302, 32
2912, 1, 24
2913, 417, 23
2914, 46, 25
2915, 254, 21
2916, 5, 32
2917, 57, 30
2918, 0, 28
2919, 2, 25
2920, 7, 22
2921, 52, 33
2922, 23, 22
2923, 7, 25
2924, 22, 26
2925, 9, 22
2926, 22, 24
2927, 272, 33
2928, 0, 29
2929, 466, 22
2930, 56, 26
2931, 252, 27
2932, 6, 31
2933, 70, 23
2934, 1, 29
2935, 4, 16
2936, 8, 17
2937, 49, 46
2938, 26, 22
2939, 3, 21
2940, 17, 14
2941, 11, 17
2942, 18, 24
2943, 257, 26
2944, 0, 18
2945, 455, 16
2946, 48, 30
2947, 234, 25
2948, 2, 16
2949, 71, 22
2950, 0, 24
2951, 3, 20
2952, 4, 20
2953, 48, 26
2954, 14, 24
2955, 4, 21
2956, 20, 18
2957, 13, 16
2958, 20, 26
2959, 227, 25
2960, 1, 18
2961, 425, 21
2962, 43, 27
2963, 262, 22
2964, 13, 23
2965, 46, 24
2966, 0, 28
2967, 3, 14
2968, 5, 17
2969, 52, 22
2970, 28, 19
2971, 1, 25
2972, 16, 11
2973, 9, 22
2974, 19, 11
2975, 232, 14
2976, 0, 20
2977, 412, 21
2978, 33, 24
2979, 248, 17
2980, 9, 13
2981, 51, 13
2982, 0, 23
2983, 1, 22
2984, 3, 12
2985, 67, 14
2986, 10, 26
2987, 6, 15
2988, 21, 24
2989, 14, 18
2990, 22, 18
2991, 285, 17
2992, 1, 8
2993, 458, 17
2994, 43, 23
2995, 251, 13
2996, 15, 14
2997, 40, 27
2998, 2, 17
2999, 1, 12
3000, 1, 11
3001, 56, 18
3002, 21, 24
3003, 5, 17
3004, 18, 11
3005, 8, 13
3006, 21, 22
3007, 257, 14
3008, 1, 15
3009, 419, 16
3010, 34, 18
3011, 288, 16
3012, 12, 30
3013, 46, 15
3014, 0, 14
3015, 0, 12
3016, 4, 22
3017, 48, 14
3018, 20, 15
3019, 5, 6
3020, 15, 19
3021, 10, 10
3022, 20, 15
3023, 251, 18
3024, 1, 25
3025, 415, 8
3026, 39, 24
3027, 253, 10
3028, 9, 10
3029, 61, 16
3030, 0, 17
3031, 3, 16
3032, 9, 19
3033, 41, 21
3034, 30, 13
3035, 2, 12
3036, 18, 11
3037, 8, 13
3038, 21, 16
3039, 241, 17
3040, 2, 20
3041, 374, 23
3042, 47, 19
3043, 293, 16
3044, 11, 16
3045, 56, 19
3046, 0, 10
3047, 2, 15
3048, 2, 11
3049, 54, 10
3050, 29, 17
3051, 6, 10
3052, 28, 16
3053, 9, 16
3054, 20, 14
3055, 219, 15
3056, 0, 8
3057, 421, 18
3058, 28, 17
3059, 282, 9
3060, 17, 20
3061, 53, 20
3062, 2, 10
3063, 2, 11
3064, 2, 10
3065, 38, 10
3066, 23, 16
3067, 4, 12
3068, 19, 11
3069, 8, 7
3070, 18, 14
3071, 252, 17
3072, 1, 13
3073, 465, 8
3074, 38, 10
3075, 264, 16
3076, 7, 7
3077, 64, 9
3078, 0, 13
3079, 1, 12
3080, 4, 22
3081, 63, 10
3082, 27, 8
3083, 3, 9
3084, 19, 14
3085, 8, 16
3086, 29, 14
3087, 248, 16
3088, 1, 10
3089, 438, 11
3090, 49, 15
3091, 302, 15
3092, 17, 15
3093, 61, 14
3094, 1, 14
3095, 3, 10
3096, 10, 9
3097, 58, 8
3098, 22, 10
3099, 1, 13
3100, 15, 11
3101, 6, 10
3102, 9, 6
3103, 220, 9
3104, 1, 13
3105, 444, 11
3106, 61, 8
3107, 258, 13
3108, 14, 6
3109, 56, 7
3110, 0, 13
3111, 2, 10
3112, 4, 15
3113, 46, 4
3114, 27, 6
3115, 5, 5
3116, 29, 6
3117, 6, 9
3118, 20, 9
3119, 236, 11
3120, 0, 11
3121, 395, 14
3122, 46, 14
3123, 274, 14
3124, 9, 8
3125, 43, 7
3126, 1, 12
3127, 0, 15
3128, 1, 18
3129, 77, 6
3130, 22, 11
3131, 2, 7
3132, 16, 7
3133, 6, 11
3134, 14, 12
3135, 246, 8
3136, 0, 15
3137, 473, 11
3138, 50, 7
3139, 263, 10
3140, 19, 13
3141, 53, 12
3142, 0, 6
3143, 7, 13
3144, 5, 4
3145, 42, 11
3146, 20, 9
3147, 2, 4
3148, 25, 10
3149, 11, 11
3150, 22, 5
3151, 265, 11
3152, 0, 13
3153, 423, 7
3154, 40, 7
3155, 256, 9
3156, 10, 9
3157, 49, 11
3158, 0, 9
3159, 4, 10
3160, 1, 16
3161, 53, 8
3162, 20, 4
3163, 5, 6
3164, 19, 5
3165, 9, 6
3166, 15, 11
3167, 246, 6
3168, 1, 8
3169, 419, 7
3170, 64, 6
3171, 286, 4
3172, 12, 10
3173, 48, 1
3174, 0, 7
3175, 3, 9
3176, 3, 12
3177, 41, 7
3178, 30, 8
3179, 6, 3
3180, 24, 9
3181, 9, 7
3182, 14, 3
3183, 270, 1
3184, 2, 7
3185, 413, 9
3186, 55, 15
3187, 246, 3
3188, 14, 10
3189, 38, 6
3190, 1, 7
3191, 3, 10
3192, 4, 4
3193, 55, 9
3194, 22, 9
3195, 2, 7
3196, 23, 8
3197, 12, 7
3198, 18, 7
3199, 263, 10
3200, 0, 8
3201, 452, 5
3202, 41, 3
3203, 262, 4
3204, 17, 6
3205, 62, 3
3206, 0, 7
3207, 1, 6
3208, 2, 5
3209, 44, 2
3210, 24, 3
3211, 4, 3
3212, 11, 7
3213, 9, 5
