i,comhash,comhash0
386,360,666
387,1324,687
388,186,712
389,291,709
390,92,632
391,1289,691
392,26,695
393,2451,738
394,352,702
395,1369,699
396,175,774
397,333,773
398,60,748
399,1338,729
400,19,753
401,2478,764
402,352,822
403,1344,777
404,168,795
405,261,799
406,100,804
407,1337,829
408,18,838
409,2529,810
410,378,860
411,1406,890
412,160,902
413,318,884
414,114,842
415,1222,876
416,24,826
417,2338,887
418,326,923
419,1291,868
420,164,901
421,310,877
422,101,901
423,1341,923
424,32,867
425,2308,913
426,297,944
427,1329,907
428,159,855
429,314,862
430,96,864
431,1243,839
432,32,830
433,2558,780
434,354,923
435,1350,853
436,174,774
437,292,902
438,112,813
439,1297,841
440,28,838
441,2359,752
442,327,757
443,1332,777
444,144,807
445,308,757
446,123,765
447,1340,755
448,23,783
449,2380,751
450,360,773
451,1322,821
452,156,755
453,320,763
454,104,794
455,1318,770
456,21,763
457,2531,751
458,374,813
459,1330,769
460,160,736
461,291,775
462,90,720
463,1219,801
464,25,753
465,2407,801
466,365,849
467,1304,779
468,143,776
469,286,789
470,98,871
471,1267,783
472,22,790
473,2532,865
474,332,823
475,1243,907
476,140,950
477,280,876
478,98,876
479,1302,876
480,33,871
481,2364,905
482,337,944
483,1318,876
484,133,920
485,290,943
486,105,929
487,1316,988
488,24,983
489,2350,994
490,358,1014
491,1340,940
492,124,1017
493,306,977
494,98,909
495,1268,944
496,28,967
497,2374,1003
498,339,922
499,1269,977
500,146,973
501,295,939
502,109,987
503,1275,892
504,19,1002
505,2429,902
506,350,968
507,1312,950
508,176,873
509,296,905
510,92,934
511,1234,854
512,11,852
513,2329,955
514,363,903
515,1337,885
516,165,923
517,272,893
518,93,883
519,1187,818
520,26,858
521,2387,836
522,372,857
523,1359,815
524,147,839
525,309,861
526,86,816
527,1272,837
528,30,810
529,2396,748
530,347,773
531,1445,859
532,161,823
533,314,733
534,100,753
535,1230,826
536,18,798
537,2493,826
538,348,870
539,1375,825
540,139,871
541,278,854
542,103,812
543,1275,851
544,23,860
545,2362,855
546,328,869
547,1372,891
548,144,902
549,277,897
550,96,932
551,1303,897
552,21,897
553,2394,865
554,348,917
555,1283,983
556,169,982
557,315,869
558,111,930
559,1247,1003
560,14,959
561,2382,1038
562,371,957
563,1346,961
564,143,1106
565,304,1104
566,116,995
567,18508,1036
568,44,979
569,2435,1005
570,343,926
571,1303,1025
572,129,993
573,307,1009
574,102,1010
575,1256,971
576,21,1024
577,2460,963
578,352,988
579,1332,943
580,129,933
581,267,964
582,93,988
583,1294,993
584,15,894
585,2441,1024
586,362,932
587,1325,949
588,119,924
589,265,944
590,97,882
591,1335,847
592,32,885
593,2404,901
594,332,846
595,1279,859
596,149,835
597,289,839
598,110,783
599,1282,862
600,28,985
601,2386,889
602,331,847
603,1284,906
604,131,841
605,287,921
606,107,848
607,1245,860
608,26,906
609,2396,813
610,354,772
611,1357,798
612,165,807
613,318,834
614,97,868
615,1312,810
616,20,894
617,2400,829
618,366,829
619,1329,851
620,135,818
621,293,957
622,111,863
623,1285,859
624,28,865
625,2414,877
626,340,867
627,1316,939
628,151,945
629,292,970
630,95,900
631,1222,915
632,19,916
633,2416,929
634,389,914
635,1312,946
636,162,936
637,294,919
638,103,985
639,1298,934
640,20,1018
641,2428,946
642,359,914
643,1250,984
644,183,985
645,306,966
646,97,963
647,1334,953
648,27,951
649,2339,1002
650,342,950
651,1266,1009
652,179,993
653,326,979
654,112,941
655,1229,958
656,21,1020
657,2395,933
658,335,947
659,1408,958
660,161,960
661,301,959
662,99,885
663,1335,893
664,23,875
665,2452,842
666,370,817
667,1306,937
668,134,875
669,303,900
670,91,847
671,1301,830
672,22,866
673,2405,849
674,344,805
675,1443,907
676,170,830
677,303,834
678,104,797
679,1217,812
680,17,802
681,2393,764
682,347,858
683,1347,814
684,158,771
685,308,807
686,101,842
687,1245,843
688,24,776
689,2407,758
690,319,840
691,1305,783
692,167,805
693,300,823
694,130,868
695,1290,850
696,16,807
697,2370,829
698,312,851
699,1383,824
700,146,857
701,300,798
702,99,860
703,1225,857
704,28,818
705,2297,780
706,352,888
707,1315,857
708,140,855
709,292,881
710,90,793
711,1284,944
712,40,939
713,2412,933
714,327,861
715,1369,868
716,142,884
717,318,882
718,99,878
719,1361,863
720,25,898
721,2395,896
722,357,866
723,1353,912
724,155,896
725,330,903
726,97,914
727,1261,844
728,24,843
729,2397,858
730,401,882
731,1256,923
732,180,923
733,284,818
734,109,884
735,1286,824
736,39,889
737,2445,818
738,343,873
739,1248,803
740,117,800
741,315,805
742,122,846
743,1325,828
744,24,837
745,2521,849
746,299,760
747,1273,776
748,136,812
749,308,772
750,101,821
751,1330,776
752,17,744
753,2535,810
754,344,769
755,1357,770
756,150,806
757,303,713
758,92,701
759,1279,782
760,24,729
761,2385,748
762,346,715
763,1305,766
764,132,705
765,283,824
766,93,739
767,1362,762
768,22,765
769,2412,722
770,330,761
771,1365,764
772,144,753
773,305,739
774,117,780
775,1318,740
776,26,762
777,2302,818
778,358,779
779,1345,771
780,158,830
781,312,744
782,101,796
783,1279,807
784,26,733
785,2392,813
786,324,846
787,1335,805
788,180,803
789,327,845
790,104,904
791,1288,771
792,24,816
793,2396,809
794,320,833
795,1366,810
796,148,786
797,312,783
798,106,776
799,1243,744
800,25,733
801,2443,788
802,363,812
803,1277,741
804,153,782
805,245,797
806,114,765
807,1338,825
808,27,737
809,2425,819
810,330,794
811,1271,832
812,138,767
813,298,734
814,90,774
815,1238,695
816,30,732
817,2405,756
818,329,730
819,1291,718
820,152,703
821,296,753
822,103,723
823,1281,744
824,25,754
825,2454,716
826,364,749
827,1347,756
828,145,688
829,266,713
830,113,708
831,1291,737
832,22,795
833,2466,758
834,325,748
835,1293,735
836,151,731
837,322,731
838,100,729
839,1307,698
840,22,773
841,2447,17972
842,319,753
843,1276,774
844,142,703
845,298,770
846,100,716
847,1331,721
848,20,746
849,2332,754
850,347,780
851,1304,696
852,144,731
853,290,769
854,103,707
855,1251,748
856,32,764
857,2438,707
858,337,735
859,1304,727
860,154,746
861,298,795
862,117,753
863,1298,710
864,33,734
865,2384,645
866,320,736
867,1391,744
868,143,719
869,344,735
870,108,737
871,1257,730
872,22,714
873,2495,653
874,374,752
875,1402,711
876,138,749
877,300,682
878,92,729
879,1295,717
880,15,700
881,2439,698
882,325,702
883,1272,695
884,127,686
885,330,709
886,89,679
887,1269,648
888,17,673
889,2504,677
890,338,662
891,1320,747
892,137,703
893,285,728
894,92,665
895,1264,709
896,23,764
897,2351,765
898,313,671
899,1399,771
900,169,716
901,290,680
902,105,673
903,1273,669
904,28,645
905,2443,695
906,339,692
907,1310,663
908,149,726
909,289,731
910,119,671
911,1386,727
912,33,717
913,2318,766
914,317,722
915,1394,717
916,149,702
917,317,693
918,91,726
919,1234,739
920,28,718
921,2524,665
922,338,725
923,1401,689
924,160,732
925,277,691
926,103,719
927,1290,721
928,25,660
929,2481,747
930,384,685
931,1303,716
932,141,771
933,315,704
934,108,740
935,1329,725
936,30,643
937,2442,732
938,315,743
939,1298,672
940,150,669
941,283,665
942,118,669
943,1298,705
944,21,663
945,2422,696
946,340,673
947,1253,732
948,143,704
949,331,660
950,95,684
951,1253,666
952,21,725
953,2360,677
954,345,681
955,1357,665
956,166,692
957,322,604
958,99,659
959,1243,620
960,31,645
961,2466,684
962,340,653
963,1335,656
964,135,672
965,287,727
966,129,660
967,1303,629
968,29,670
969,2427,692
970,321,655
971,1350,646
972,136,614
973,330,625
974,109,649
975,1295,670
976,13,608
977,2357,675
978,362,691
979,1368,685
980,143,658
981,282,663
982,105,689
983,1290,675
984,27,647
985,2389,654
986,323,701
987,1375,631
988,161,677
989,304,715
990,104,668
991,1319,669
992,16,668
993,2404,714
994,362,689
995,1298,682
996,163,673
997,311,685
998,130,680
999,1234,701
