i,comhash,comhash0
776,0,39
777,5,42
778,0,53
779,0,41
780,0,36
781,0,44
782,0,44
783,38,37
784,0,29
785,18,43
786,1,39
787,2,41
788,0,46
789,1,41
790,0,32
791,0,29
792,0,42
793,3,33
794,0,27
795,0,34
796,5,35
797,2,41
798,5,22
799,10,23
800,0,25
801,73,15
802,11,19
803,37,24
804,1,15
805,5,25
806,0,17
807,0,19
808,0,20
809,6,19
810,7,12
811,0,18
812,0,21
813,0,10
814,0,19
815,53,27
816,0,25
817,22,18
818,0,21
819,6,19
820,0,25
821,2,23
822,0,17
823,1,14
824,2,27
825,3,20
826,0,26
827,1,30
828,2,23
829,7,30
830,6,27
831,6,32
832,0,39
833,70,46
834,10,34
835,49,54
836,0,43
837,2,55
838,0,46
839,0,51
840,0,52
841,14,17261
842,4,56
843,0,60
844,1,66
845,0,69
846,0,53
847,45,60
848,0,56
849,23,70
850,1,76
851,2,56
852,1,80
853,1,61
854,0,64
855,0,77
856,0,66
857,0,68
858,0,58
859,1,55
860,3,64
861,2,78
862,10,72
863,14,78
864,0,71
865,62,61
866,6,80
867,59,67
868,1,58
869,9,56
870,0,67
871,0,68
872,0,46
873,16,44
874,1,53
875,0,57
876,0,32
877,0,41
878,0,43
879,54,43
880,0,37
881,14,45
882,0,49
883,4,48
884,1,37
885,2,48
886,1,49
887,0,31
888,0,29
889,2,33
890,0,32
891,0,38
892,0,30
893,4,48
894,2,35
895,7,30
896,0,48
897,91,46
898,16,36
899,51,49
900,0,58
901,14,34
902,0,49
903,2,57
904,0,54
905,4,45
906,3,64
907,0,50
908,0,86
909,0,60
910,1,66
911,54,68
912,0,66
913,11,81
914,2,78
915,1,79
916,1,83
917,2,83
918,0,102
919,0,103
920,0,97
921,1,94
922,0,94
923,0,107
924,6,108
925,1,104
926,1,123
927,5,107
928,0,99
929,68,116
930,13,103
931,40,98
932,0,128
933,6,109
934,0,107
935,1,118
936,0,97
937,7,112
938,3,118
939,0,97
940,0,113
941,0,85
942,0,101
943,46,102
944,0,75
945,16,98
946,2,87
947,3,75
948,0,71
949,1,79
950,0,69
951,0,66
952,0,76
953,5,67
954,0,59
955,1,82
956,2,78
957,0,73
958,5,65
959,14,62
960,0,52
961,81,56
962,7,46
963,57,35
964,1,41
965,7,43
966,0,52
967,0,46
968,0,60
969,8,50
970,3,52
971,0,54
972,1,50
973,0,58
974,0,58
975,57,65
976,0,65
977,23,75
978,0,75
979,3,57
980,3,84
981,3,77
982,0,91
983,0,89
984,1,79
985,3,84
986,0,88
987,2,66
988,5,74
989,0,114
990,7,72
991,7,98
992,0,111
993,67,100
994,9,97
995,50,111
996,0,133
997,14,115
998,0,147
999,0,128
1000,1,123
1001,8,127
1002,8,126
1003,0,133
1004,0,116
1005,0,154
1006,1,98
1007,41,124
1008,0,119
1009,25,117
1010,1,134
1011,3,153
1012,1,114
1013,2,122
1014,1,136
1015,0,108
1016,3,116
1017,2,101
1018,2,139
1019,1,101
1020,3,125
1021,0,110
1022,2,113
1023,10,110
1024,0,103
1025,48,106
1026,7,99
1027,49,90
1028,0,87
1029,11,101
1030,0,93
1031,0,94
1032,0,93
1033,6,82
1034,4,75
1035,0,67
1036,1,78
1037,0,102
1038,0,74
1039,44,80
1040,0,71
1041,16,78
1042,0,74
1043,0,75
1044,0,88
1045,0,66
1046,0,63
1047,1,91
1048,0,78
1049,3,89
1050,0,81
1051,4,81
1052,1,93
1053,2,65
1054,1,110
1055,8,101
1056,0,92
1057,76,114
1058,6,107
1059,41,111
1060,0,93
1061,10,124
1062,0,98
1063,0,139
1064,0,115
1065,9,121
1066,2,117
1067,0,111
1068,0,126
1069,0,137
1070,0,116
1071,27,151
1072,0,135
1073,24,137
1074,0,139
1075,1,152
1076,0,157
1077,1,133
1078,0,166
1079,0,158
1080,0,126
1081,2,169
1082,0,162
1083,0,155
1084,3,147
1085,2,125
1086,6,157
1087,9,161
1088,0,172
1089,80,149
1090,8,146
1091,61,141
1092,1,134
1093,7,140
1094,0,124
1095,0,151
1096,1,160
1097,7,131
1098,5,116
1099,0,115
1100,0,116
1101,0,155
1102,0,154
1103,45,131
1104,0,125
1105,13,116
1106,1,158
1107,1,128
1108,1,115
1109,1,122
1110,0,131
1111,0,133
1112,1,110
1113,2,121
1114,0,124
1115,0,134
1116,9,114
1117,5,115
1118,1,132
1119,9,106
1120,0,117
1121,73,159
1122,7,109
1123,48,119
1124,3,117
1125,11,120
1126,0,116
1127,0,125
1128,1,104
1129,8,129
1130,6,129
1131,0,121
1132,0,110
1133,0,133
1134,0,111
1135,38,115
1136,0,136
1137,20,127
1138,0,153
1139,5,131
1140,3,116
1141,1,156
1142,0,156
1143,0,148
1144,1,129
1145,2,164
1146,1,135
1147,1,166
1148,6,156
1149,0,159
1150,2,153
1151,12,161
1152,0,159
1153,57,159
1154,9,174
1155,37,163
1156,0,135
1157,5,191
1158,0,143
1159,0,168
1160,0,153
1161,8,148
1162,4,162
1163,0,187
1164,0,151
1165,0,156
1166,0,161
1167,40,169
1168,0,201
1169,20,187
1170,0,169
1171,1,141
1172,1,174
1173,3,193
1174,0,196
1175,0,175
1176,2,178
1177,2,209
1178,0,199
1179,2,167
1180,5,177
1181,3,191
1182,3,219
1183,13,200
1184,0,181
1185,60,196
1186,6,202
1187,48,168
1188,0,190
1189,8,195
1190,1,185
1191,0,206
1192,0,211
1193,6,195
1194,3,186
1195,0,180
1196,3,190
1197,0,179
1198,0,208
1199,29,176
1200,0,225
1201,21,210
1202,0,205
1203,6,219
1204,1,191
1205,0,192
1206,1,180
1207,0,180
1208,0,191
1209,2,177
1210,0,188
1211,2,187
1212,1,178
1213,3,184
1214,9,192
1215,12,184
1216,0,202
1217,69,193
1218,6,207
1219,50,202
1220,3,193
1221,6,166
1222,0,200
1223,0,177
1224,0,178
1225,4,173
1226,2,204
1227,0,180
1228,0,220
1229,0,198
1230,0,212
1231,36,216
1232,0,207
1233,16,236
1234,0,229
1235,6,199
1236,1,206
1237,4,233
1238,0,211
1239,0,256
1240,0,250
1241,0,256
1242,1,235
1243,0,282
1244,4,242
1245,2,268
1246,4,246
1247,9,316
1248,0,290
1249,70,273
1250,8,291
1251,61,306
1252,0,312
1253,10,243
1254,0,316
1255,0,306
1256,0,319
1257,8,324
1258,3,277
1259,0,292
1260,0,337
1261,0,345
1262,2,318
1263,40,294
1264,0,362
1265,24,333
1266,0,325
1267,5,303
1268,0,350
1269,1,350
1270,0,335
1271,0,331
1272,0,317
1273,1,356
1274,0,298
1275,0,306
1276,4,303
1277,2,320
1278,2,323
1279,4,333
1280,0,346
1281,70,347
1282,13,343
1283,54,318
1284,1,290
1285,9,285
1286,0,308
1287,0,304
1288,1,347
1289,13,308
1290,5,311
1291,0,351
1292,0,308
1293,0,320
1294,1,317
1295,30,319
1296,0,300
1297,14,306
1298,0,273
1299,2,318
1300,0,262
1301,2,273
1302,0,309
1303,0,292
1304,1,296
1305,4,312
1306,0,281
1307,1,316
1308,0,312
1309,0,330
1310,0,337
1311,7,329
1312,0,337
1313,64,330
1314,9,335
1315,50,340
1316,1,312
1317,3,380
1318,0,383
1319,0,357
1320,0,413
1321,12,383
1322,4,389
1323,0,393
1324,0,428
1325,0,412
1326,0,421
1327,34,401
1328,0,391
1329,23,412
1330,0,452
1331,3,493
1332,1,484
1333,3,451
1334,0,460
1335,0,482
1336,1,461
1337,3,436
1338,0,437
1339,0,490
1340,3,579
1341,2,500
1342,0,512
1343,11,468
1344,0,506
1345,63,541
1346,13,570
1347,70,565
1348,0,522
1349,4,483
1350,0,505
1351,0,539
1352,0,527
1353,4,517
1354,3,453
1355,0,506
1356,0,465
1357,0,453
1358,1,487
1359,39,449
1360,0,523
1361,11,459
1362,0,488
1363,0,483
1364,2,460
1365,1,477
1366,0,440
1367,0,471
1368,0,417
1369,0,463
1370,0,447
1371,0,445
1372,6,440
1373,2,397
1374,3,427
1375,12,462
1376,0,481
1377,78,479
1378,8,449
1379,39,413
1380,0,443
1381,11,466
1382,0,442
1383,0,465
1384,0,455
1385,6,452
1386,5,447
1387,0,478
1388,0,482
1389,0,485
1390,0,440
1391,48,517
1392,0,488
1393,15,549
1394,1,480
1395,7,497
1396,3,561
1397,1,564
1398,0,575
1399,0,523
1400,2,557
1401,1,560
1402,0,595
1403,0,589
1404,5,599
1405,3,608
1406,1,588
1407,4,644
1408,0,641
1409,83,613
1410,12,629
1411,51,696
1412,2,674
1413,9,647
1414,0,650
1415,0,658
1416,0,659
1417,3,686
1418,5,693
1419,0,674
1420,0,711
1421,0,678
1422,1,694
1423,47,726
1424,0,694
1425,11,719
1426,0,745
1427,2,712
1428,0,658
1429,4,689
1430,0,679
1431,0,666
1432,2,652
1433,2,623
1434,0,713
1435,0,666
1436,4,599
1437,0,690
1438,2,642
1439,7,660
1440,1,657
1441,54,608
1442,5,585
1443,55,596
1444,2,607
1445,9,575
1446,0,600
1447,1,584
1448,0,594
1449,9,571
1450,5,598
1451,0,641
1452,0,599
1453,0,589
1454,1,609
1455,35,599
1456,0,591
1457,22,589
1458,0,616
1459,0,609
1460,1,563
1461,1,604
1462,0,563
1463,0,632
1464,2,569
1465,6,644
1466,2,683
1467,3,638
1468,4,616
1469,1,646
1470,1,696
1471,9,638
1472,0,673
1473,61,727
1474,11,686
1475,45,757
1476,0,806
1477,10,720
1478,0,744
1479,2,704
1480,1,731
1481,8,767
1482,4,796
1483,0,725
1484,1,784
1485,0,788
1486,1,794
1487,50,831
1488,0,841
1489,19,853
1490,0,879
1491,3,812
1492,2,826
1493,0,822
1494,0,784
1495,0,805
1496,1,810
1497,2,861
1498,0,793
1499,1,805
1500,4,849
1501,2,815
1502,2,845
1503,12,756
1504,0,851
1505,86,775
1506,3,816
1507,49,809
1508,0,759
1509,7,796
1510,0,801
1511,0,731
1512,0,713
1513,8,824
1514,4,778
1515,0,758
1516,0,749
1517,0,766
1518,0,747
1519,36,686
1520,0,736
1521,19,729
1522,0,727
1523,6,679
1524,0,704
1525,6,705
1526,0,714
1527,2,723
1528,1,678
1529,5,659
1530,0,649
1531,1,727
1532,5,718
1533,2,642
1534,5,644
1535,14,695
1536,0,679
1537,83,699
1538,7,731
1539,49,682
1540,0,742
1541,3,748
1542,0,711
1543,0,734
1544,0,725
1545,4,729
1546,2,751
1547,0,761
1548,0,775
1549,1,783
1550,1,811
1551,35,775
1552,0,781
1553,14,746
1554,0,774
1555,0,865
1556,3,869
1557,3,767
1558,0,819
1559,0,894
1560,0,836
1561,3,917
1562,0,852
1563,0,877
1564,3,971
1565,1,995
1566,4,906
1567,18,943
1568,0,859
1569,68,910
1570,10,850
1571,49,928
1572,1,881
1573,9,891
1574,0,900
1575,0,868
1576,0,929
1577,10,867
1578,4,900
1579,0,862
1580,0,823
1581,0,881
1582,0,908
1583,43,898
1584,0,802
1585,19,915
1586,2,829
1587,4,821
1588,2,821
1589,1,840
1590,0,768
1591,0,763
1592,0,792
1593,5,813
1594,0,763
1595,3,775
1596,4,740
1597,0,747
1598,2,697
1599,10,755
1600,0,880
1601,69,787
1602,11,757
1603,59,811
1604,1,753
1605,15,817
1606,0,762
1607,0,745
1608,0,818
1609,9,727
1610,2,676
1611,0,711
1612,0,701
1613,0,753
1614,0,763
1615,50,728
1616,0,785
1617,21,723
1618,0,749
1619,3,766
1620,0,707
1621,3,843
1622,0,789
1623,0,761
1624,1,768
1625,2,767
1626,0,777
1627,0,857
1628,5,852
1629,3,874
1630,3,805
1631,6,824
1632,0,836
1633,76,851
1634,9,815
1635,45,855
1636,0,848
1637,6,825
1638,0,903
1639,0,851
1640,0,930
1641,2,866
1642,4,833
1643,0,908
1644,0,900
1645,0,910
1646,1,869
1647,45,866
1648,0,876
1649,11,909
1650,0,874
1651,5,932
1652,0,909
1653,0,896
1654,0,862
1655,0,871
1656,2,944
1657,2,858
1658,1,864
1659,1,890
1660,2,866
1661,1,868
1662,1,823
1663,7,830
1664,0,799
1665,88,767
1666,5,755
1667,41,861
1668,1,816
1669,5,821
1670,0,770
1671,1,749
1672,1,797
1673,6,760
1674,8,727
1675,0,827
1676,0,741
1677,0,741
1678,1,726
1679,45,740
1680,0,742
1681,14,692
1682,0,785
1683,2,722
1684,2,694
1685,4,747
1686,0,756
1687,0,766
1688,1,709
1689,2,677
1690,0,760
1691,1,719
1692,7,721
1693,1,730
1694,3,761
1695,14,763
1696,0,730
1697,53,754
1698,7,782
1699,68,734
1700,2,773
1701,16,724
1702,0,790
1703,0,776
1704,0,743
1705,7,702
1706,3,796
1707,0,793
1708,0,769
1709,0,801
1710,0,729
1711,38,878
1712,0,870
1713,12,864
1714,0,779
1715,6,789
1716,2,804
1717,2,805
1718,0,809
1719,0,784
1720,1,823
1721,0,826
1722,0,807
1723,1,834
1724,1,830
1725,5,841
1726,3,838
1727,20,779
1728,0,787
1729,78,796
1730,8,818
1731,39,863
1732,0,856
1733,5,764
1734,0,829
1735,3,754
1736,0,811
1737,7,748
1738,2,818
1739,1,742
1740,0,748
1741,0,747
1742,0,774
1743,51,744
1744,0,784
1745,11,789
1746,0,698
1747,2,692
1748,0,759
1749,4,704
1750,0,767
1751,0,712
1752,0,672
1753,2,732
1754,0,708
1755,0,686
1756,4,734
1757,0,649
1758,7,626
1759,6,714
1760,0,652
1761,64,682
1762,12,653
1763,37,693
1764,2,634
1765,6,741
1766,0,671
1767,0,693
1768,0,693
1769,12,653
1770,6,689
1771,0,675
1772,0,676
1773,0,644
1774,3,685
1775,38,671
1776,0,687
1777,12,721
1778,0,677
1779,2,675
1780,0,744
1781,2,659
1782,0,709
1783,0,729
1784,0,654
1785,0,738
1786,0,772
1787,1,717
1788,5,719
1789,2,752
1790,5,817
1791,8,691
1792,0,730
1793,64,737
1794,7,750
1795,62,735
1796,0,713
1797,13,692
1798,0,718
1799,1,693
1800,0,672
1801,8,736
1802,3,745
1803,0,678
1804,0,732
1805,0,737
1806,0,718
1807,50,771
1808,0,684
1809,15,757
1810,0,731
1811,2,773
1812,4,704
1813,1,689
1814,0,717
1815,1,634
1816,0,663
1817,1,699
1818,3,668
1819,2,649
1820,4,632
1821,3,685
1822,5,666
1823,13,702
1824,0,693
1825,59,659
1826,14,685
1827,42,691
1828,0,632
1829,0,645
1830,0,637
1831,0,668
1832,0,720
1833,1,679
1834,5,676
1835,0,658
1836,0,653
1837,0,623
1838,2,648
1839,44,605
1840,0,681
1841,17,685
1842,1,666
1843,4,678
1844,1,593
1845,3,672
1846,0,630
1847,0,634
1848,0,651
1849,2,653
1850,3,655
1851,2,603
1852,0,629
1853,3,672
1854,0,614
1855,7,636
1856,0,665
1857,72,616
1858,13,651
1859,67,630
1860,1,653
1861,12,681
1862,0,649
1863,0,600
1864,0,632
1865,8,555
1866,1,630
1867,0,636
1868,0,614
1869,0,654
1870,0,631
1871,39,631
1872,0,628
1873,15,585
1874,1,666
1875,3,620
1876,2,691
1877,0,613
1878,0,656
1879,0,642
1880,0,637
1881,3,618
1882,1,617
1883,0,625
1884,4,619
1885,3,628
1886,2,598
1887,8,592
1888,0,597
1889,85,615
1890,6,598
1891,44,670
1892,1,636
1893,10,648
1894,0,606
1895,2,647
1896,2,685
1897,5,685
1898,2,608
1899,0,689
1900,0,626
1901,0,610
1902,1,603
1903,45,580
1904,0,556
1905,11,615
1906,0,601
1907,0,587
1908,1,617
1909,3,649
1910,0,578
1911,1,627
1912,1,627
1913,2,662
1914,0,619
1915,0,616
1916,2,587
1917,2,580
1918,2,596
1919,11,611
1920,0,598
1921,66,538
1922,11,609
1923,55,556
1924,0,598
1925,13,565
1926,0,572
1927,0,581
1928,0,532
1929,6,609
1930,5,555
1931,0,591
1932,0,612
1933,0,572
1934,0,604
1935,55,591
1936,0,529
1937,13,574
1938,0,601
1939,2,552
1940,3,542
1941,3,562
1942,0,544
1943,0,577
1944,0,570
1945,0,582
1946,0,556
1947,0,632
1948,2,617
1949,4,559
1950,2,591
1951,7,580
1952,0,629
1953,61,584
1954,9,598
1955,45,561
1956,0,596
1957,7,515
1958,0,568
1959,0,533
1960,0,575
1961,6,607
1962,2,580
1963,0,599
1964,0,608
1965,0,660
1966,0,580
1967,37,569
1968,0,593
1969,20,620
1970,0,583
1971,6,567
1972,1,553
1973,3,545
1974,0,578
1975,0,591
1976,0,523
1977,4,579
1978,0,592
1979,1,611
1980,4,561
1981,2,573
1982,1,575
1983,11,564
1984,0,556
1985,73,556
1986,7,586
1987,62,550
1988,0,579
1989,9,583
1990,1,578
1991,0,554
1992,0,549
1993,3,597
1994,8,569
1995,0,558
1996,0,526
1997,0,543
1998,0,515
1999,39,561
2000,0,556
2001,12,590
2002,1,564
2003,6,562
2004,0,551
2005,2,544
2006,0,574
2007,0,546
2008,0,485
2009,3,533
2010,1,534
2011,0,523
2012,4,551
2013,1,554
2014,2,516
2015,15,554
2016,0,543
2017,92,557
2018,15,523
2019,55,531
2020,2,486
2021,11,515
2022,0,524
2023,2,472
2024,1,482
2025,7,537
2026,6,523
2027,0,511
2028,1,557
2029,0,530
2030,1,522
2031,47,503
2032,1,547
2033,16,554
2034,0,501
2035,1,493
2036,1,506
2037,1,483
2038,0,551
2039,0,520
2040,0,470
2041,6,535
2042,0,501
2043,0,549
2044,5,522
2045,2,533
2046,3,557
2047,9,499
2048,0,530
2049,73,482
2050,8,517
2051,33,551
2052,0,537
2053,9,547
2054,0,508
2055,0,551
2056,0,561
2057,10,560
2058,4,521
2059,0,515
2060,1,548
2061,0,486
2062,2,541
2063,39,499
2064,0,530
2065,15,507
2066,0,553
2067,1,513
2068,3,567
2069,1,545
2070,1,454
2071,0,537
2072,1,470
2073,3,488
2074,0,485
2075,0,525
2076,5,508
2077,2,471
2078,6,501
2079,5,481
2080,0,453
2081,71,487
2082,7,472
2083,50,517
2084,0,487
2085,6,475
2086,0,486
2087,0,481
2088,0,466
2089,7,478
2090,4,460
2091,0,489
2092,0,475
2093,0,455
2094,0,488
2095,31,479
2096,0,464
2097,19,468
2098,0,439
2099,1,499
2100,1,478
2101,3,427
2102,0,471
2103,0,489
2104,0,507
2105,3,442
2106,2,489
2107,0,501
2108,1,475
2109,0,464
2110,4,465
2111,14,434
2112,0,488
2113,58,493
2114,6,481
2115,52,463
2116,1,498
2117,6,498
2118,0,440
2119,0,472
2120,0,452
2121,5,463
2122,5,486
2123,0,477
2124,0,467
2125,0,438
2126,2,477
2127,56,475
2128,2,509
2129,21,468
2130,1,486
2131,4,517
2132,2,515
2133,0,476
2134,0,483
2135,0,471
2136,1,470
2137,5,488
2138,1,431
