i,comhash,comhash0
235,4,1323
236,0,1364
237,0,1369
238,0,1364
239,570,1317
240,0,1434
241,107,1437
242,31,1369
243,0,1368
244,1,1445
245,481,1382
246,0,1369
247,0,1440
248,1,1354
249,65,1465
250,2,1409
251,0,1425
252,0,1402
253,0,1438
254,1,1511
255,74,1361
256,0,1432
257,1087,1463
258,0,1454
259,26,1429
260,0,1351
261,646,1333
262,0,1423
263,0,1291
264,0,1332
265,2189,1370
266,0,1436
267,0,1439
268,0,1369
269,0,1423
270,6,1435
271,2761,1460
272,0,1324
273,144,1370
274,1,1337
275,14,1429
276,2,1346
277,165,1318
278,0,1336
279,0,1272
280,0,1315
281,105,1335
282,1,1312
283,0,1318
284,0,1309
285,0,1345
286,0,1351
287,939,1376
288,0,1356
289,995,1289
290,0,1347
291,12,1367
292,5,1262
293,115,1356
294,0,1309
295,1,1335
296,0,1457
297,102,1353
298,0,1367
299,1,1385
300,0,1341
301,0,1315
302,2,1350
303,193,1320
304,0,1383
305,751,1422
306,32,1405
307,24,1490
308,32,1396
309,68,1450
310,25,1400
311,17,1419
312,13,1434
313,229,1386
314,5,1421
315,15,1404
316,222,1487
317,63,1496
318,1485,1437
319,7,1416
320,12,1481
321,171,1475
322,602,1533
323,46445,1471
324,129,1512
325,190,1468
326,67,1465
327,166,1405
328,8,1440
329,383,18610
330,1874,1384
331,0,1492
332,2,1403
333,0,1425
334,0,1395
335,138,1400
336,6,1448
337,0,1366
338,51,1473
339,25,1401
340,150,1490
341,19,1407
342,17,1379
343,18,1397
344,6,1361
345,164,1372
346,0,1367
347,128,1353
348,1880,1358
349,47,1330
350,1364,1300
351,4490,1367
352,1,1370
353,5253,1382
354,2695,1383
355,9299,1365
356,66,1368
357,1668,1391
358,0,1359
359,3,1387
360,6,1404
361,400,1413
362,322,1359
363,0,1444
364,6,1393
365,0,1394
366,2,1301
367,4866,1387
368,0,1282
369,4693,1432
370,2,1386
371,44,1354
372,10,1437
373,342,1483
374,0,1433
375,0,1394
376,1422,1402
377,814,1496
378,0,1462
379,839,1459
380,2,1422
381,0,1426
382,0,1429
383,3072,1488
384,0,1486
385,11673,1368
386,0,1522
387,10,1511
388,103,1522
389,11416,1479
390,0,1467
391,0,1497
392,100,1446
393,4179,1512
394,196,1511
395,1,1516
396,13,1624
397,0,1507
398,0,1558
399,28001,1581
400,0,1497
401,205,1573
402,77,1629
403,36,1543
404,503,1464
405,43,1533
406,83,1537
407,38,1530
408,33,1506
409,124,1482
410,267,1576
411,174,1591
412,2922,1508
413,424,1547
414,651,1521
415,49,1531
416,20,1587
417,56514,1485
418,4198,1473
419,28912,1413
420,137,1508
421,115,1361
422,298,1469
423,1,1403
424,6,1399
425,124,1444
426,4454,1455
427,1,1501
428,0,1485
429,0,1507
430,0,1439
431,104,1458
432,0,1409
433,3623,1467
434,0,1452
435,3,1413
436,38,1335
437,272,1408
438,0,1364
439,13,1459
440,16,1316
441,144,1447
442,0,1492
443,1,1477
444,4,1455
445,0,1459
446,0,1482
447,2182,1417
448,0,1448
449,5269,1495
450,3,1467
451,14,1533
452,36,1582
453,284,1485
454,0,1532
455,0,1450
456,0,1513
457,1499,1550
458,0,1583
459,2,1491
460,175,1493
461,31,1507
462,267,1514
463,229,1596
464,0,1626
465,5068,1657
466,151,1667
467,102,1570
468,227,1646
469,60,1582
470,42,1602
471,102,1587
472,4,1518
473,75,1606
474,1,1558
475,89,1542
476,643,1618
477,520,1654
478,997,1553
479,3377,1541
480,5,1655
481,723,1544
482,54,1580
483,6852,1594
484,70,1498
485,108,1538
486,8,1589
487,6,1477
488,7,1452
489,831,1625
490,318,1586
491,3,1554
492,6,1568
493,5,1574
494,24,1483
495,9617,1444
496,0,1542
497,406,1544
498,0,1497
499,0,1462
500,1,1471
501,270,1443
502,0,1533
503,0,1482
504,2,1390
505,2517,1424
506,1,1448
507,0,1504
508,6,1491
509,0,1395
510,0,1438
511,100,1430
